id_usuario,edad,género,ubicación,tipo_viajero,id_reserva,fecha_reserva,fecha_viaje,antelacion_reserva,duracion_viaje,numero_personas,tipo_paquete,costo_total,metodo_pago,destino,tipo_alojamiento,clase_vuelo,actividades_reservadas,numero_noches_estancia,promocion_aplicada,fuente_reserva,estado_reserva,mes_reserva,mes_viaje,estacionalidad,cancelacion_reserva,calificacion_usuario,comentarios,gasto_por_persona,gasto_por_duracion,rango_edad
U0244,20,otro,uk,turista,R00244,2024-01-24,2024-02-13,24,11,2,vuelo_hotel_tour,372.11,tarjeta_de_crédito,nueva_york,hotel,ejecutiva,tour_en_bus,6,no,sitio_web,pendiente,11,4,temporada_baja,si,4,todo_bien,186.06,33.83,19-30
U0245,39,masculino,uk,turista,R00245,2024-02-19,2024-07-30,353,12,4,vuelo_hotel_tour,645.38,transferencia_bancaria,barcelona,hotel,económica,excursión_en_bote,5,no,agente_de_viajes,cancelada,5,5,temporada_baja,no,1,problemas_con_la_reserva,161.34,53.78,31-40
U0246,54,femenino,usa,turista,R00246,2024-04-17,2024-05-26,362,12,2,vuelo_hotel,248.35,tarjeta_de_crédito,tokio,resort,económica,Sin actividad,9,no,sitio_web,pendiente,12,2,temporada_baja,no,1,problemas_con_la_reserva,124.18,20.7,51-60
U0247,53,otro,uk,turista,R00247,2024-05-26,2024-07-09,261,9,1,solo_vuelo,605.66,paypal,tokio,Sin alojamiento,económica,Sin actividad,7,si,agente_de_viajes,pendiente,2,9,temporada_alta,no,1,no_me_gustó_el_servicio,605.66,67.3,51-60
U0248,38,femenino,india,turista,R00248,2024-07-31,2024-11-07,231,10,2,vuelo_hotel,1433.01,tarjeta_de_crédito,roma,airbnb,económica,Sin actividad,4,no,sitio_web,pendiente,9,7,temporada_alta,si,2,no_me_gustó_el_servicio,716.5,143.3,31-40
U0249,64,otro,uk,negocios,R00249,2024-02-01,2024-07-01,258,6,2,vuelo_hotel,1842.38,tarjeta_de_crédito,cancun,hotel,primera_clase,Sin actividad,4,si,agente_de_viajes,cancelada,7,7,temporada_alta,no,4,Sin comentarios,921.19,307.06,60+
U0250,61,masculino,australia,negocios,R00250,2024-03-11,2024-08-20,87,2,2,vuelo_hotel_tour,892.12,paypal,barcelona,resort,ejecutiva,Sin actividad,6,si,agente_de_viajes,cancelada,4,5,temporada_alta,si,1,no_me_gustó_el_servicio,446.06,446.06,60+
U0251,28,femenino,india,turista,R00251,2024-04-02,2024-12-09,40,3,3,vuelo_hotel_tour,1261.89,tarjeta_de_crédito,londres,hotel,económica,city_tour,7,si,sitio_web,cancelada,4,8,temporada_baja,si,4,recomendado,420.63,420.63,19-30
U0252,53,otro,india,turista,R00252,2024-08-20,2024-12-07,358,11,4,solo_vuelo,1329.65,transferencia_bancaria,barcelona,Sin alojamiento,primera_clase,Sin actividad,3,no,sitio_web,pendiente,11,8,temporada_baja,no,5,excelente_viaje,332.41,120.88,51-60
U0253,36,otro,australia,negocios,R00253,2024-02-14,2024-08-31,170,6,4,vuelo_hotel_tour,1795.49,transferencia_bancaria,cancun,resort,económica,excursión_en_bote,5,si,app_móvil,pendiente,9,11,temporada_alta,si,3,problemas_con_la_reserva,448.87,299.25,31-40
U0254,58,otro,usa,turista,R00254,2024-03-03,2024-09-02,98,14,2,vuelo_hotel,406.94,transferencia_bancaria,londres,airbnb,primera_clase,Sin actividad,9,no,sitio_web,cancelada,4,3,temporada_baja,no,3,recomendado,203.47,29.07,51-60
U0255,35,masculino,uk,negocios,R00255,2024-02-27,2024-07-15,341,14,3,solo_vuelo,422.04,transferencia_bancaria,tokio,Sin alojamiento,económica,Sin actividad,3,no,sitio_web,pendiente,11,7,temporada_baja,no,4,recomendado,140.68,30.15,31-40
U0256,41,otro,uk,negocios,R00256,2024-08-16,2024-11-19,74,14,2,vuelo_hotel,898.64,tarjeta_de_crédito,cancun,airbnb,primera_clase,Sin actividad,5,si,app_móvil,confirmada,1,12,temporada_alta,no,5,todo_bien,449.32,64.19,41-50
U0257,54,masculino,españa,turista,R00257,2024-06-14,2024-07-16,311,14,1,vuelo_hotel_tour,1431.12,paypal,cancun,resort,económica,Sin actividad,5,si,agente_de_viajes,confirmada,3,8,temporada_alta,no,4,recomendado,1431.12,102.22,51-60
U0258,46,femenino,españa,turista,R00258,2024-02-07,2024-07-25,306,12,2,solo_vuelo,1464.08,tarjeta_de_crédito,londres,Sin alojamiento,económica,Sin actividad,2,no,app_móvil,cancelada,12,10,temporada_alta,si,2,no_me_gustó_el_servicio,732.04,122.01,41-50
U0259,44,masculino,alemania,negocios,R00259,2024-02-06,2024-10-28,63,10,3,vuelo_hotel,1009.97,paypal,tokio,airbnb,ejecutiva,Sin actividad,6,si,app_móvil,cancelada,6,5,temporada_baja,no,1,problemas_con_la_reserva,336.66,101.0,41-50
U0260,51,otro,usa,turista,R00260,2024-02-13,2024-02-13,103,12,2,solo_vuelo,1440.21,tarjeta_de_crédito,nueva_york,Sin alojamiento,ejecutiva,Sin actividad,4,si,agente_de_viajes,pendiente,6,2,temporada_alta,no,2,problemas_con_la_reserva,720.1,120.02,51-60
U0261,63,femenino,australia,turista,R00261,2024-09-14,2024-10-02,262,1,1,vuelo_hotel,1152.21,transferencia_bancaria,barcelona,hotel,económica,Sin actividad,4,no,agente_de_viajes,cancelada,8,9,temporada_baja,no,1,problemas_con_la_reserva,1152.21,1152.21,60+
U0262,34,otro,alemania,turista,R00262,2024-06-25,2024-11-03,25,4,2,solo_vuelo,779.73,transferencia_bancaria,barcelona,Sin alojamiento,primera_clase,Sin actividad,9,no,sitio_web,cancelada,5,1,temporada_alta,si,4,Sin comentarios,389.86,194.93,31-40
U0263,55,femenino,india,turista,R00263,2024-02-13,2024-12-21,82,1,3,vuelo_hotel,1566.92,tarjeta_de_crédito,londres,resort,económica,Sin actividad,5,no,app_móvil,confirmada,8,8,temporada_alta,no,4,recomendado,522.31,1566.92,51-60
U0264,23,otro,usa,turista,R00264,2024-04-13,2024-06-13,33,2,2,vuelo_hotel,105.88,transferencia_bancaria,londres,airbnb,económica,Sin actividad,8,si,agente_de_viajes,confirmada,1,10,temporada_alta,si,5,excelente_viaje,52.94,52.94,19-30
U0265,26,masculino,alemania,negocios,R00265,2024-02-21,2024-09-08,203,4,3,vuelo_hotel,936.28,transferencia_bancaria,nueva_york,airbnb,económica,Sin actividad,6,no,app_móvil,pendiente,3,12,temporada_baja,no,5,excelente_viaje,312.09,234.07,19-30
U0266,55,masculino,españa,turista,R00266,2024-05-26,2024-12-16,156,7,2,vuelo_hotel_tour,1798.48,tarjeta_de_crédito,paris,hotel,primera_clase,city_tour,1,si,sitio_web,pendiente,12,11,temporada_alta,no,5,todo_bien,899.24,256.93,51-60
U0267,39,otro,usa,turista,R00267,2024-01-08,2024-05-06,148,8,3,vuelo_hotel,294.93,paypal,londres,hotel,primera_clase,Sin actividad,5,si,sitio_web,pendiente,6,5,temporada_baja,no,5,todo_bien,98.31,36.87,31-40
U0268,29,otro,españa,negocios,R00268,2024-05-24,2024-12-18,143,14,4,vuelo_hotel,1889.25,tarjeta_de_crédito,nueva_york,hotel,ejecutiva,Sin actividad,1,no,sitio_web,confirmada,9,10,temporada_baja,no,4,todo_bien,472.31,134.95,19-30
U0269,50,femenino,india,turista,R00269,2024-03-28,2024-07-19,190,3,4,vuelo_hotel_tour,1665.25,transferencia_bancaria,nueva_york,airbnb,económica,excursión_en_bote,6,no,sitio_web,confirmada,7,10,temporada_baja,si,1,problemas_con_la_reserva,416.31,555.08,51-60
U0270,27,masculino,australia,negocios,R00270,2024-06-14,2024-08-29,198,7,2,vuelo_hotel,1597.9,paypal,tokio,resort,económica,Sin actividad,9,si,app_móvil,pendiente,8,5,temporada_alta,no,4,recomendado,798.95,228.27,19-30
U0271,18,femenino,alemania,turista,R00271,2024-06-09,2024-08-24,324,9,2,vuelo_hotel_tour,1593.01,tarjeta_de_crédito,paris,airbnb,económica,Sin actividad,8,no,sitio_web,pendiente,4,10,temporada_alta,no,3,todo_bien,796.5,177.0,19-30
U0272,22,femenino,usa,turista,R00272,2024-02-03,2024-08-02,278,14,3,vuelo_hotel_tour,1467.66,paypal,londres,resort,primera_clase,tour_en_bus,9,si,agente_de_viajes,pendiente,9,7,temporada_baja,si,4,todo_bien,489.22,104.83,19-30
U0273,36,otro,australia,turista,R00273,2024-02-21,2024-02-29,319,5,3,solo_vuelo,802.46,tarjeta_de_crédito,nueva_york,Sin alojamiento,ejecutiva,Sin actividad,7,no,agente_de_viajes,cancelada,5,2,temporada_alta,si,1,problemas_con_la_reserva,267.49,160.49,31-40
U0274,34,masculino,mexico,turista,R00274,2024-04-18,2024-10-28,129,9,1,vuelo_hotel_tour,575.01,transferencia_bancaria,paris,resort,económica,excursión_en_bote,3,no,app_móvil,pendiente,6,1,temporada_alta,no,3,todo_bien,575.01,63.89,31-40
U0275,25,otro,india,turista,R00275,2024-04-15,2024-05-27,54,7,2,vuelo_hotel_tour,1431.78,paypal,nueva_york,resort,económica,city_tour,9,no,sitio_web,cancelada,5,12,temporada_baja,si,4,recomendado,715.89,204.54,19-30
U0276,44,femenino,alemania,turista,R00276,2024-04-15,2024-09-25,134,3,1,solo_vuelo,922.86,paypal,paris,Sin alojamiento,económica,Sin actividad,6,si,app_móvil,pendiente,4,3,temporada_baja,no,1,no_me_gustó_el_servicio,922.86,307.62,41-50
U0277,27,masculino,españa,negocios,R00277,2024-09-16,2024-11-07,127,3,3,vuelo_hotel_tour,552.82,tarjeta_de_crédito,paris,hotel,económica,tour_en_bus,9,si,agente_de_viajes,cancelada,2,11,temporada_alta,si,2,no_me_gustó_el_servicio,184.27,184.27,19-30
U0278,18,otro,australia,turista,R00278,2024-03-25,2024-04-09,143,2,2,vuelo_hotel,1194.03,paypal,paris,resort,ejecutiva,Sin actividad,4,si,app_móvil,confirmada,3,12,temporada_baja,no,3,problemas_con_la_reserva,597.02,597.02,19-30
U0279,38,otro,españa,turista,R00279,2024-05-22,2024-08-14,160,11,1,vuelo_hotel_tour,1850.91,transferencia_bancaria,tokio,hotel,ejecutiva,excursión_en_bote,8,si,agente_de_viajes,cancelada,4,6,temporada_alta,si,3,recomendado,1850.91,168.26,31-40
U0280,55,otro,uk,negocios,R00280,2024-09-12,2024-12-03,158,4,1,vuelo_hotel,1077.86,transferencia_bancaria,cancun,airbnb,ejecutiva,Sin actividad,7,si,app_móvil,pendiente,11,2,temporada_alta,no,3,recomendado,1077.86,269.46,51-60
U0281,54,masculino,usa,turista,R00281,2024-06-13,2024-07-25,290,11,2,vuelo_hotel,562.29,tarjeta_de_crédito,paris,airbnb,primera_clase,Sin actividad,5,no,sitio_web,cancelada,8,1,temporada_alta,no,1,problemas_con_la_reserva,281.14,51.12,51-60
U0282,30,femenino,españa,turista,R00282,2024-03-27,2024-06-24,205,1,4,solo_vuelo,681.16,paypal,cancun,Sin alojamiento,primera_clase,Sin actividad,9,no,agente_de_viajes,cancelada,11,2,temporada_alta,si,4,recomendado,170.29,681.16,31-40
U0283,30,otro,usa,turista,R00283,2024-02-01,2024-12-27,28,11,2,vuelo_hotel_tour,1157.9,tarjeta_de_crédito,nueva_york,airbnb,económica,Sin actividad,2,si,agente_de_viajes,cancelada,12,2,temporada_alta,si,1,problemas_con_la_reserva,578.95,105.26,31-40
U0284,51,femenino,australia,turista,R00284,2024-03-15,2024-09-07,31,1,3,vuelo_hotel_tour,1574.41,transferencia_bancaria,tokio,resort,económica,city_tour,3,si,sitio_web,pendiente,3,9,temporada_alta,si,3,recomendado,524.8,1574.41,51-60
U0285,31,femenino,uk,negocios,R00285,2024-02-26,2024-07-25,274,6,1,vuelo_hotel_tour,165.71,tarjeta_de_crédito,roma,hotel,económica,excursión_en_bote,4,si,agente_de_viajes,pendiente,5,4,temporada_baja,si,3,problemas_con_la_reserva,165.71,27.62,31-40
U0286,55,otro,india,turista,R00286,2024-03-06,2024-12-04,51,3,4,vuelo_hotel,1310.97,paypal,paris,airbnb,ejecutiva,Sin actividad,8,no,app_móvil,cancelada,3,9,temporada_baja,si,5,recomendado,327.74,436.99,51-60
U0287,45,femenino,india,turista,R00287,2024-01-07,2024-12-26,281,14,2,vuelo_hotel_tour,187.51,paypal,paris,resort,económica,excursión_en_bote,8,no,agente_de_viajes,pendiente,9,6,temporada_alta,si,3,no_me_gustó_el_servicio,93.76,13.39,41-50
U0288,64,otro,españa,turista,R00288,2024-02-22,2024-11-11,356,5,1,vuelo_hotel_tour,1547.87,paypal,paris,airbnb,económica,tour_en_bus,2,si,app_móvil,cancelada,8,12,temporada_baja,no,3,todo_bien,1547.87,309.57,60+
U0289,57,femenino,india,turista,R00289,2024-04-28,2024-08-22,87,12,1,solo_vuelo,1246.54,transferencia_bancaria,paris,Sin alojamiento,económica,Sin actividad,9,no,app_móvil,cancelada,3,5,temporada_alta,no,1,problemas_con_la_reserva,1246.54,103.88,51-60
U0290,61,femenino,alemania,turista,R00290,2024-02-11,2024-12-04,163,2,4,vuelo_hotel_tour,521.48,tarjeta_de_crédito,londres,resort,económica,tour_en_bus,5,no,sitio_web,cancelada,2,10,temporada_baja,si,1,problemas_con_la_reserva,130.37,260.74,60+
U0291,40,otro,india,negocios,R00291,2024-08-09,2024-12-16,319,3,2,vuelo_hotel,906.98,paypal,barcelona,airbnb,primera_clase,Sin actividad,9,no,app_móvil,cancelada,9,11,temporada_alta,no,1,problemas_con_la_reserva,453.49,302.33,41-50
U0292,53,otro,uk,turista,R00292,2024-07-07,2024-09-10,300,7,1,solo_vuelo,430.58,paypal,barcelona,Sin alojamiento,económica,Sin actividad,8,no,agente_de_viajes,cancelada,6,8,temporada_baja,si,1,problemas_con_la_reserva,430.58,61.51,51-60
U0293,56,femenino,india,turista,R00293,2024-05-21,2024-06-15,157,1,4,solo_vuelo,865.44,transferencia_bancaria,cancun,Sin alojamiento,económica,Sin actividad,8,si,sitio_web,pendiente,4,2,temporada_alta,no,4,excelente_viaje,216.36,865.44,51-60
U0294,49,otro,españa,negocios,R00294,2024-04-20,2024-09-07,246,8,4,vuelo_hotel_tour,1123.98,tarjeta_de_crédito,nueva_york,hotel,ejecutiva,Sin actividad,5,si,app_móvil,cancelada,10,9,temporada_alta,no,3,Sin comentarios,281.0,140.5,41-50
U0295,45,masculino,australia,turista,R00295,2024-05-22,2024-06-12,238,13,1,solo_vuelo,1161.25,tarjeta_de_crédito,barcelona,Sin alojamiento,ejecutiva,Sin actividad,6,si,app_móvil,confirmada,4,8,temporada_baja,si,3,no_me_gustó_el_servicio,1161.25,89.33,41-50
U0296,60,masculino,usa,negocios,R00296,2024-05-29,2024-12-16,128,8,1,vuelo_hotel,230.21,transferencia_bancaria,roma,hotel,primera_clase,Sin actividad,4,si,sitio_web,cancelada,2,11,temporada_alta,no,3,problemas_con_la_reserva,230.21,28.78,60+
U0297,63,masculino,alemania,negocios,R00297,2024-04-04,2024-12-25,27,1,1,solo_vuelo,448.99,paypal,paris,Sin alojamiento,primera_clase,Sin actividad,8,no,agente_de_viajes,pendiente,12,7,temporada_alta,no,4,recomendado,448.99,448.99,60+
U0298,29,femenino,usa,turista,R00298,2024-03-16,2024-09-26,306,12,3,solo_vuelo,873.53,tarjeta_de_crédito,barcelona,Sin alojamiento,económica,Sin actividad,5,no,agente_de_viajes,confirmada,1,9,temporada_alta,si,5,todo_bien,291.18,72.79,19-30
U0299,48,otro,alemania,turista,R00299,2024-07-31,2024-12-09,91,8,1,vuelo_hotel_tour,198.38,paypal,tokio,airbnb,económica,excursión_en_bote,5,si,app_móvil,pendiente,6,7,temporada_alta,no,5,todo_bien,198.38,24.8,41-50
U0300,20,masculino,india,turista,R00300,2024-05-31,2024-09-29,45,4,1,vuelo_hotel,1347.76,tarjeta_de_crédito,tokio,airbnb,económica,Sin actividad,8,no,agente_de_viajes,pendiente,7,10,temporada_baja,no,4,recomendado,1347.76,336.94,19-30
U0301,49,femenino,españa,turista,R00301,2024-03-21,2024-04-29,324,7,3,vuelo_hotel_tour,1034.99,paypal,nueva_york,hotel,económica,tour_en_bus,9,no,app_móvil,cancelada,4,7,temporada_alta,si,4,recomendado,345.0,147.86,41-50
U0302,64,masculino,alemania,turista,R00302,2024-02-13,2024-11-21,34,4,1,vuelo_hotel_tour,697.04,tarjeta_de_crédito,barcelona,hotel,primera_clase,Sin actividad,2,si,app_móvil,pendiente,6,3,temporada_baja,no,4,recomendado,697.04,174.26,60+
U0303,28,otro,españa,turista,R00303,2024-04-26,2024-11-06,264,12,1,vuelo_hotel,336.09,paypal,tokio,airbnb,económica,Sin actividad,3,no,agente_de_viajes,cancelada,7,9,temporada_alta,si,5,Sin comentarios,336.09,28.01,19-30
U0304,26,otro,australia,negocios,R00304,2024-04-21,2024-11-12,87,3,4,vuelo_hotel_tour,1141.87,paypal,roma,hotel,económica,city_tour,1,no,agente_de_viajes,cancelada,7,7,temporada_baja,si,1,problemas_con_la_reserva,285.47,380.62,19-30
U0305,29,masculino,mexico,turista,R00305,2024-03-01,2024-09-10,29,14,3,vuelo_hotel,254.06,transferencia_bancaria,barcelona,resort,económica,Sin actividad,3,no,sitio_web,confirmada,6,7,temporada_alta,no,5,excelente_viaje,84.69,18.15,19-30
U0306,50,femenino,usa,turista,R00306,2024-08-26,2024-10-05,61,7,3,vuelo_hotel,959.64,paypal,cancun,airbnb,económica,Sin actividad,3,si,agente_de_viajes,pendiente,10,3,temporada_baja,si,2,todo_bien,319.88,137.09,51-60
U0307,49,femenino,usa,turista,R00307,2024-03-09,2024-10-15,172,6,3,solo_vuelo,503.8,tarjeta_de_crédito,paris,Sin alojamiento,económica,Sin actividad,5,si,app_móvil,cancelada,2,10,temporada_baja,si,1,problemas_con_la_reserva,167.93,83.97,41-50
U0308,21,otro,india,turista,R00308,2024-04-28,2024-05-14,249,12,4,vuelo_hotel,591.42,paypal,tokio,hotel,primera_clase,Sin actividad,7,si,app_móvil,cancelada,5,4,temporada_alta,si,1,problemas_con_la_reserva,147.85,49.28,19-30
U0309,53,otro,alemania,turista,R00309,2024-06-12,2024-11-16,54,9,4,solo_vuelo,212.88,paypal,cancun,Sin alojamiento,ejecutiva,Sin actividad,3,no,app_móvil,confirmada,7,8,temporada_baja,no,4,todo_bien,53.22,23.65,51-60
U0310,49,otro,india,negocios,R00310,2024-06-22,2024-07-30,361,3,4,solo_vuelo,873.29,tarjeta_de_crédito,cancun,Sin alojamiento,ejecutiva,Sin actividad,3,si,app_móvil,pendiente,1,12,temporada_baja,no,4,todo_bien,218.32,291.1,41-50
U0311,47,otro,uk,turista,R00311,2024-03-15,2024-12-23,199,1,3,vuelo_hotel,1131.4,tarjeta_de_crédito,tokio,resort,económica,Sin actividad,8,si,sitio_web,cancelada,8,6,temporada_baja,si,1,problemas_con_la_reserva,377.13,1131.4,41-50
U0312,57,otro,usa,negocios,R00312,2024-07-18,2024-12-03,155,10,1,vuelo_hotel_tour,1366.22,transferencia_bancaria,nueva_york,airbnb,ejecutiva,Sin actividad,5,no,app_móvil,pendiente,12,7,temporada_baja,no,5,recomendado,1366.22,136.62,51-60
U0313,46,otro,australia,turista,R00313,2024-02-24,2024-11-08,72,8,3,solo_vuelo,964.25,paypal,paris,Sin alojamiento,económica,Sin actividad,9,no,agente_de_viajes,cancelada,6,11,temporada_baja,no,4,recomendado,321.42,120.53,41-50
U0314,36,masculino,mexico,turista,R00314,2024-02-27,2024-12-14,94,11,1,vuelo_hotel_tour,945.47,tarjeta_de_crédito,barcelona,airbnb,primera_clase,Sin actividad,1,no,agente_de_viajes,confirmada,2,8,temporada_baja,no,5,todo_bien,945.47,85.95,31-40
U0315,60,otro,mexico,negocios,R00315,2024-06-26,2024-12-27,324,13,1,solo_vuelo,1697.08,tarjeta_de_crédito,nueva_york,Sin alojamiento,económica,Sin actividad,6,si,agente_de_viajes,cancelada,5,10,temporada_alta,si,5,recomendado,1697.08,130.54,60+
U0316,48,masculino,uk,turista,R00316,2024-03-22,2024-03-24,269,4,1,solo_vuelo,222.32,transferencia_bancaria,roma,Sin alojamiento,económica,Sin actividad,3,no,sitio_web,confirmada,8,1,temporada_alta,si,3,problemas_con_la_reserva,222.32,55.58,41-50
U0317,47,otro,australia,turista,R00317,2024-03-13,2024-04-04,87,10,2,solo_vuelo,1775.72,paypal,roma,Sin alojamiento,económica,Sin actividad,7,si,app_móvil,cancelada,11,6,temporada_alta,si,4,recomendado,887.86,177.57,41-50
U0318,29,otro,australia,turista,R00318,2024-01-10,2024-11-16,212,7,3,solo_vuelo,878.8,tarjeta_de_crédito,tokio,Sin alojamiento,primera_clase,Sin actividad,6,no,app_móvil,pendiente,8,1,temporada_alta,no,2,todo_bien,292.93,125.54,19-30
U0319,54,otro,alemania,negocios,R00319,2024-01-13,2024-04-05,281,1,4,vuelo_hotel_tour,1877.32,transferencia_bancaria,paris,airbnb,ejecutiva,tour_en_bus,8,si,app_móvil,pendiente,5,5,temporada_baja,si,5,recomendado,469.33,1877.32,51-60
U0320,51,femenino,india,turista,R00320,2024-03-30,2024-05-08,290,3,3,vuelo_hotel,1880.2,paypal,nueva_york,hotel,ejecutiva,Sin actividad,9,si,app_móvil,cancelada,7,9,temporada_baja,si,2,problemas_con_la_reserva,626.73,626.73,51-60
U0321,53,masculino,uk,turista,R00321,2024-03-12,2024-07-08,16,3,1,vuelo_hotel,837.95,transferencia_bancaria,cancun,hotel,primera_clase,Sin actividad,1,no,app_móvil,cancelada,10,8,temporada_baja,no,1,problemas_con_la_reserva,837.95,279.32,51-60
U0322,63,masculino,mexico,turista,R00322,2024-06-05,2024-07-27,117,6,3,vuelo_hotel_tour,1881.26,tarjeta_de_crédito,londres,resort,económica,tour_en_bus,4,no,agente_de_viajes,confirmada,4,9,temporada_alta,no,1,problemas_con_la_reserva,627.09,313.54,60+
U0323,30,masculino,uk,negocios,R00323,2024-10-09,2024-10-20,191,5,1,vuelo_hotel_tour,261.6,transferencia_bancaria,paris,resort,económica,excursión_en_bote,4,no,app_móvil,pendiente,7,6,temporada_alta,no,1,problemas_con_la_reserva,261.6,52.32,31-40
U0324,45,femenino,españa,turista,R00324,2024-02-29,2024-06-18,105,6,1,vuelo_hotel_tour,1070.46,tarjeta_de_crédito,paris,resort,económica,excursión_en_bote,2,no,app_móvil,cancelada,8,11,temporada_baja,si,5,todo_bien,1070.46,178.41,41-50
U0325,62,femenino,australia,turista,R00325,2024-03-26,2024-08-13,283,12,4,vuelo_hotel_tour,404.19,tarjeta_de_crédito,paris,airbnb,económica,excursión_en_bote,6,no,sitio_web,cancelada,10,3,temporada_baja,si,2,no_me_gustó_el_servicio,101.05,33.68,60+
U0326,63,otro,australia,turista,R00326,2024-04-13,2024-11-04,104,3,2,solo_vuelo,422.75,paypal,nueva_york,Sin alojamiento,ejecutiva,Sin actividad,1,si,app_móvil,cancelada,6,7,temporada_alta,no,1,problemas_con_la_reserva,211.38,140.92,60+
U0327,38,femenino,india,turista,R00327,2024-07-26,2024-08-22,43,8,2,vuelo_hotel_tour,1716.83,transferencia_bancaria,barcelona,airbnb,ejecutiva,tour_en_bus,5,si,agente_de_viajes,pendiente,12,6,temporada_baja,no,4,recomendado,858.42,214.6,31-40
U0328,32,femenino,usa,turista,R00328,2024-01-03,2024-08-20,171,3,4,vuelo_hotel,1629.87,tarjeta_de_crédito,nueva_york,hotel,económica,Sin actividad,2,si,sitio_web,pendiente,11,7,temporada_baja,no,3,todo_bien,407.47,543.29,31-40
U0329,57,otro,uk,negocios,R00329,2024-03-24,2024-04-19,123,10,2,solo_vuelo,1776.1,transferencia_bancaria,tokio,Sin alojamiento,económica,Sin actividad,2,no,agente_de_viajes,confirmada,7,7,temporada_alta,si,3,no_me_gustó_el_servicio,888.05,177.61,51-60
U0330,38,femenino,españa,negocios,R00330,2024-02-12,2024-04-19,194,3,2,vuelo_hotel_tour,750.57,paypal,roma,airbnb,ejecutiva,Sin actividad,1,no,sitio_web,pendiente,5,8,temporada_baja,si,4,excelente_viaje,375.28,250.19,31-40
U0331,35,masculino,mexico,turista,R00331,2024-02-03,2024-10-01,47,3,4,vuelo_hotel_tour,419.9,transferencia_bancaria,nueva_york,resort,económica,city_tour,4,no,sitio_web,cancelada,9,9,temporada_alta,si,5,recomendado,104.98,139.97,31-40
U0332,46,femenino,australia,turista,R00332,2024-09-20,2024-10-09,234,13,1,solo_vuelo,1577.12,paypal,tokio,Sin alojamiento,ejecutiva,Sin actividad,5,no,sitio_web,pendiente,6,9,temporada_baja,no,5,todo_bien,1577.12,121.32,41-50
U0333,18,masculino,españa,negocios,R00333,2024-02-23,2024-12-25,240,3,4,vuelo_hotel_tour,856.86,transferencia_bancaria,nueva_york,hotel,primera_clase,excursión_en_bote,7,no,app_móvil,cancelada,7,9,temporada_baja,si,3,todo_bien,214.22,285.62,19-30
U0334,32,otro,mexico,turista,R00334,2024-10-14,2024-12-14,9,14,2,solo_vuelo,511.17,tarjeta_de_crédito,barcelona,Sin alojamiento,primera_clase,Sin actividad,8,si,app_móvil,cancelada,6,6,temporada_alta,si,3,problemas_con_la_reserva,255.58,36.51,31-40
U0335,27,otro,alemania,turista,R00335,2024-12-10,2024-12-30,63,9,2,solo_vuelo,492.93,transferencia_bancaria,londres,Sin alojamiento,primera_clase,Sin actividad,6,no,app_móvil,pendiente,3,11,temporada_alta,no,2,problemas_con_la_reserva,246.46,54.77,19-30
U0336,24,femenino,usa,turista,R00336,2024-08-10,2024-10-13,267,14,4,vuelo_hotel_tour,537.93,paypal,roma,airbnb,económica,city_tour,2,no,app_móvil,cancelada,10,3,temporada_baja,no,2,todo_bien,134.48,38.42,19-30
U0337,27,masculino,mexico,turista,R00337,2024-03-23,2024-06-21,96,10,4,vuelo_hotel,1548.11,transferencia_bancaria,barcelona,hotel,económica,Sin actividad,3,si,sitio_web,cancelada,7,1,temporada_alta,no,4,problemas_con_la_reserva,387.03,154.81,19-30
U0338,40,otro,mexico,turista,R00338,2024-02-21,2024-03-11,101,6,3,vuelo_hotel_tour,1130.2,transferencia_bancaria,nueva_york,airbnb,primera_clase,tour_en_bus,3,no,app_móvil,confirmada,4,2,temporada_alta,si,3,todo_bien,376.73,188.37,41-50
U0339,41,femenino,australia,turista,R00339,2024-08-04,2024-11-09,124,14,4,solo_vuelo,1952.58,tarjeta_de_crédito,cancun,Sin alojamiento,económica,Sin actividad,7,si,agente_de_viajes,confirmada,1,2,temporada_baja,no,3,excelente_viaje,488.14,139.47,41-50
U0340,24,otro,usa,turista,R00340,2024-07-16,2024-09-19,304,13,4,vuelo_hotel_tour,1453.46,tarjeta_de_crédito,nueva_york,hotel,primera_clase,Sin actividad,7,si,agente_de_viajes,pendiente,4,3,temporada_baja,no,4,recomendado,363.36,111.8,19-30
U0341,62,otro,india,negocios,R00341,2024-04-05,2024-05-01,291,7,3,vuelo_hotel_tour,1447.17,transferencia_bancaria,tokio,hotel,primera_clase,Sin actividad,8,no,app_móvil,cancelada,11,6,temporada_baja,si,2,no_me_gustó_el_servicio,482.39,206.74,60+
U0342,48,masculino,usa,negocios,R00342,2024-01-19,2024-05-16,314,8,3,vuelo_hotel_tour,887.51,transferencia_bancaria,nueva_york,hotel,económica,city_tour,3,no,agente_de_viajes,cancelada,6,9,temporada_baja,si,1,problemas_con_la_reserva,295.84,110.94,41-50
U0343,60,femenino,uk,turista,R00343,2024-02-06,2024-03-21,48,3,2,solo_vuelo,788.95,tarjeta_de_crédito,londres,Sin alojamiento,económica,Sin actividad,2,no,agente_de_viajes,cancelada,5,8,temporada_baja,si,4,Sin comentarios,394.48,262.98,60+
